	i	j	t
1524	255	278	3136
1525	9	61	2243
1526	86	264	4506
1527	127	264	6071
1528	58	86	1125
1529	16	193	690
1530	120	193	2650
1531	321	325	1890
1532	13	210	4536
1533	37	147	1421
1534	60	267	1193
1535	16	76	2753
1536	16	178	3163
1537	18	92	541
1538	42	64	3812
1539	305	313	1235
1540	20	257	2904
1541	120	162	801
1542	306	315	5834
1543	292	311	6426
1544	155	211	6410
1545	43	72	1116
1546	95	145	4520
1547	15	198	3663
1548	198	202	1236
1549	85	252	2222
1550	310	318	11
1551	308	310	6674
1552	310	312	370
1553	212	226	205
1554	311	318	5580
1555	174	287	2205
1556	83	202	6134
1557	15	202	242
1558	142	211	2430
1559	317	322	4498
1560	301	317	1260
1561	308	318	4403
1562	46	101	3165
1563	69	104	925
1564	138	202	7237
1565	138	198	792
1566	140	275	755
1567	94	224	142
1568	202	301	4162
1569	109	241	2066
1570	5	70	4004
1571	60	109	689
1572	75	95	4552
1573	95	145	4891
1574	110	115	6658
1575	2	86	3527
1576	112	205	392
1577	64	191	2345
1578	42	191	1423
1579	121	203	2168
1580	124	143	4068
1581	9	61	4825
1582	58	86	1505
1583	16	193	4551
1584	42	64	1798
1585	303	313	1573
1586	37	147	898
1587	60	267	4646
1588	290	321	36
1589	16	76	5182
1590	18	92	2729
1591	255	278	5260
1592	25	66	1281
1593	296	321	2031
1594	321	325	634
1595	155	211	3385
1596	295	313	1510
1597	310	312	3296
1598	72	132	2006
1599	43	72	345
1600	15	198	1136
1601	78	252	6195
1602	85	252	1069
1603	61	134	2711
1604	308	310	6122
1605	87	153	1127
1606	127	264	6424
1607	174	287	4577
1608	78	85	3629
1609	39	317	6617
1610	43	132	6422
1611	313	318	1649
1612	308	318	1276
1613	46	101	3971
1614	69	104	737
1615	138	220	1620
1616	83	138	5043
1617	317	323	1935
1618	5	70	2461
1619	299	315	2101
1620	60	109	2629
1621	112	205	2667
1622	9	143	30
1623	110	115	5586
1624	10	264	324
1625	94	224	2424
1626	134	264	2797
1627	58	86	3547
1628	16	193	6126
1629	120	193	2877
1630	13	210	3299
1631	118	154	6608
1632	86	118	6234
1633	303	304	36
1634	37	147	64
1635	60	267	5777
1636	295	304	4153
1637	16	76	2340
1638	18	92	4708
1639	255	278	2623
1640	25	66	5312
1641	292	308	7143
1642	120	162	6690
1643	87	153	6460
1644	124	154	2084
1645	155	211	1084
1646	43	132	1974
1647	43	72	484
1648	23	203	4531
1649	308	318	2334
1650	72	132	4959
1651	86	124	7332
1652	85	252	764
1653	38	284	3553
1654	164	203	2008
1655	78	85	1750
1656	174	287	2761
1657	134	170	397
1658	302	313	3380
1659	46	101	830
1660	69	104	3160
1661	138	220	905
1662	4	318	495
1663	317	323	5953
1664	5	70	908
1665	2	235	6506
1666	112	205	332
1667	94	224	7168
1668	10	86	6116
1669	10	264	1018
1670	58	121	968
1671	58	134	3103
1672	23	58	5480
1673	16	193	862
1674	325	327	5462
1675	255	278	4724
1676	16	76	2995
1677	18	92	720
1678	291	308	2350
1679	291	318	3343
1680	292	317	334
1681	155	211	510
1682	23	86	4446
1683	43	132	6006
1684	72	132	5830
1685	78	252	4465
1686	85	252	2489
1687	297	318	4197
1688	202	310	2819
1689	174	287	5533
1690	130	184	5940
1691	39	317	5472
1692	308	318	2340
1693	46	101	790
1694	138	220	5909
1695	138	305	2119
1696	140	275	1709
1697	4	325	6112
1698	317	323	2101
1699	295	323	1942
1700	5	70	705
1701	302	313	1802
1702	60	109	572
1703	112	243	6159
1704	112	273	5762
1705	112	205	5951
1706	143	265	6314
1707	10	86	2764
1708	246	281	6337
1709	23	58	206
1710	16	193	7020
1711	9	61	5567
1712	118	134	6106
1713	60	267	13
1714	16	76	5775
1715	18	92	5324
1716	291	316	6308
1717	25	66	4160
1718	121	265	6513
1719	155	211	1250
1720	43	132	5797
1721	79	308	1783
1722	308	318	6435
1723	295	317	544
1724	72	132	10
1725	78	252	6304
1726	85	252	52
1727	78	85	549
1728	202	300	1934
1729	174	287	2199
1730	255	278	4618
1731	94	224	2138
1732	39	317	1443
1733	46	101	1052
1734	138	305	4528
1735	3	244	6685
1736	140	275	2470
1737	38	284	3159
1738	4	318	1167
1739	106	137	2070
1740	317	323	6114
1741	295	323	2031
1742	5	70	3154
1743	297	315	6380
1744	60	109	1500
1745	94	224	2184
1746	295	318	5427
1747	318	325	5167
1748	114	234	6330
1749	9	118	3563
1750	10	86	3622
1751	116	299	2244
1752	23	58	6830
1753	16	193	1004
1754	120	193	2184
1755	13	210	2754
1756	118	235	2663
1757	16	76	3386
1758	18	92	779
1759	255	278	817
1760	25	66	4579
1761	87	153	6408
1762	155	211	6409
1763	295	317	4758
1764	134	192	2105
1765	124	192	4890
1766	72	132	5468
1767	43	72	3454
1768	124	134	157
1769	78	252	6506
1770	85	252	1180
1771	125	206	675
1772	310	312	3363
1773	202	300	1467
1774	174	287	4546
1775	39	317	787
1776	47	174	2584
1777	43	132	5471
1778	60	267	4507
1779	69	104	2975
1780	2	143	1360
1781	140	275	1651
1782	94	224	6223
1783	114	234	5445
1784	317	323	6757
1785	295	323	1540
1786	5	70	530
1787	134	149	3468
1788	124	149	2610
1789	60	109	741
1790	138	305	6647
1791	53	143	1039
1792	10	86	3411
1793	10	53	5870
1794	23	58	546
1795	16	193	2848
1796	120	193	1987
1797	13	210	374
1798	60	267	379
1799	16	76	4594
1800	17	184	1997
1801	255	278	2864
1802	25	66	6766
1803	295	317	6068
1804	134	192	1126
1805	106	205	83
1806	72	132	884
1807	43	72	26
1808	124	134	6629
1809	78	252	158
1810	79	310	1826
1811	310	312	1292
1812	128	258	2845
1813	174	287	473
1814	202	234	551
1815	39	317	3587
1816	69	104	4434
1817	2	143	4891
1818	140	275	5233
1819	34	178	4565
1820	85	106	1259
1821	317	323	501
1822	295	323	2543
1823	5	273	2327
1824	5	70	4233
1825	16	193	4713
1826	16	76	6161
1827	16	162	2108
1828	16	120	2216
1829	60	109	6677
1830	205	243	2007
1831	10	53	910
1832	53	143	4709
1833	100	137	3019
1834	85	100	6338
1835	70	273	519
1836	10	86	5682
1837	138	305	960
1838	204	285	2370
1839	35	204	3269
1840	134	192	1962
1841	124	192	2276
1842	120	193	4827
1843	29	221	2882
1844	108	201	6068
1845	13	210	5815
1846	87	153	2073
1847	134	149	1041
1848	124	134	6501
1849	60	267	6378
1850	267	276	4874
1851	124	149	4533
1852	94	224	6270
1853	42	64	5372
1854	255	278	4384
1855	212	226	6657
1856	43	132	147
1857	43	72	3981
1858	295	317	2003
1859	310	312	1162
1860	72	132	274
1861	125	206	5870
1862	79	280	2547
1863	38	79	5182
1864	127	264	588
1865	174	287	308
1866	128	258	1292
1867	126	236	49
1868	46	260	4032
1869	103	107	3617
1870	69	104	5113
1871	82	104	885
1872	138	305	2039
1873	3	177	3314
1874	140	275	770
1875	212	226	731
1876	114	234	4539
1877	317	323	2213
1878	295	323	3973
1879	5	70	3745
1880	79	315	4033
1881	60	109	2024
1882	109	276	3323
1883	243	273	2522
1884	112	243	6689
1885	10	53	4521
1886	53	143	4474
1887	112	205	6634
1888	108	112	652
1889	9	318	3103
1890	10	86	3140
1891	134	192	1204
1892	149	192	2896
1893	120	193	3295
1894	16	193	744
1895	162	193	1936
1896	29	221	1188
1897	108	273	2028
1898	318	325	2677
1899	13	210	4758
1900	174	287	632
1901	134	149	4341
1902	124	134	1262
1903	60	276	2365
1904	124	149	1352
1905	17	184	4152
1906	94	224	715
1907	67	236	439
1908	87	153	1383
1909	29	279	3020
1910	295	317	3250
1911	85	106	2149
1912	106	137	784
1913	72	132	374
1914	43	72	167
1915	76	162	6284
1916	16	76	1237
1917	202	284	1325
1918	126	236	6327
1919	46	127	21
1920	127	264	42
1921	310	312	575
1922	47	173	2016
1923	46	260	1374
1924	39	317	6733
1925	43	132	2614
1926	46	264	4501
1927	103	107	4170
1928	2	143	399
1929	140	275	2997
1930	140	273	7087
1931	155	217	270
1932	106	273	6604
1933	100	106	6666
1934	115	323	3231
1935	295	323	4990
1936	5	100	1897
1937	5	70	4394
1938	79	315	1810
1939	246	315	6176
1940	60	109	4653
1941	112	243	142
1942	10	53	2510
1943	53	143	5888
1944	112	205	3089
1945	32	100	4513
1946	115	295	2999
1947	115	317	1177
1948	39	115	1780
1949	10	86	6883
1950	79	246	6284
1951	246	280	2773
1952	134	192	4610
1953	149	192	2837
1954	124	192	2248
1955	16	193	5951
1956	120	193	3364
1957	29	221	1191
1958	221	287	624
1959	13	210	6691
1960	114	234	1543
1961	134	149	6457
1962	124	134	3619
1963	16	76	6245
1964	16	120	2524
1965	94	224	6063
1966	278	279	4332
1967	110	292	602
1968	67	126	2819
1969	212	226	6201
1970	87	153	339
1971	69	275	1081
1972	29	279	3826
1973	155	255	1779
1974	43	72	1560
1975	43	132	7207
1976	295	317	397
1977	72	132	1773
1978	92	123	1276
1979	202	284	985
1980	126	236	1288
1981	78	277	5281
1982	46	127	802
1983	116	310	1231
1984	310	312	4420
1985	108	131	1026
1986	39	317	1342
1987	34	116	2135
1988	103	107	683
1989	104	232	73
1990	104	131	1281
1991	70	104	4666
1992	140	232	2718
1993	69	140	6393
1994	140	273	1552
1995	114	320	1005
1996	72	132	3534
1997	43	132	4539
1998	114	234	4019
1999	317	323	1005
2000	149	192	3527
2001	134	149	4841
2002	60	109	1372
2003	52	279	357
2004	52	155	1489
2005	106	243	1737
2006	53	130	1193
2007	10	53	2601
2008	53	143	843
2009	100	112	6496
2010	9	63	1258
2011	10	86	475
2012	246	280	711
2013	16	193	1332
2014	120	193	6247
2015	13	210	1266
2016	18	92	4161
2017	123	269	6345
2018	43	276	373
2019	16	76	2914
2020	16	30	2988
2021	17	184	308
2022	94	224	2030
2023	69	232	2405
2024	29	279	3601
2025	155	287	468
2026	43	72	4469
2027	87	281	3428
2028	295	317	6182
2029	106	205	5506
2030	124	130	6512
2031	29	287	3815
2032	79	284	7033
2033	108	131	4272
2034	46	127	5811
2035	127	264	3464
2036	34	116	1239
2037	116	178	2911
2038	202	234	5246
2039	310	312	6201
2040	101	264	7276
2041	46	101	6695
2042	104	243	2492
2043	104	112	3376
2044	104	205	5564
2045	254	279	4101
2046	202	320	451
2047	114	320	6686
2048	155	217	6374
2049	107	203	554
2050	5	70	1529
2051	79	315	5774
2052	116	315	4672
2053	246	315	909
2054	53	130	2326
2055	10	53	6427
2056	110	115	5633
2057	9	229	4605
2058	9	63	4005
2059	10	86	5246
2060	79	116	6686
2061	116	280	4877
2062	47	189	3541
2063	40	189	4482
2064	134	192	1665
2065	16	193	512
2066	120	193	593
2067	39	169	219
2068	13	197	1283
2069	13	210	235
2070	79	246	4805
2071	79	280	3839
2072	168	223	2426
2073	134	149	4475
2074	17	184	2889
2075	246	280	2837
2076	278	279	772
2077	212	226	3073
2078	69	82	7359
2079	155	287	501
2080	155	255	2021
2081	43	132	6813
2082	42	85	6823
2083	295	317	2883
2084	72	132	1303
2085	76	162	217
2086	124	134	1816
2087	29	287	580
2088	29	165	1832
2089	16	76	183
2090	16	30	2388
2091	126	236	1285
2092	94	224	2775
2093	202	234	767
2094	310	312	402
2095	104	112	3432
2096	104	205	4705
2097	100	104	5429
2098	2	130	5447
2099	2	143	7022
2100	140	232	7089
2101	157	320	5807
2102	4	22	2892
2103	29	217	2982
2104	106	243	1386
2105	106	112	5090
2106	108	205	5597
2107	5	273	2480
2108	5	70	5275
2109	149	154	3241
2110	134	149	1792
2111	124	149	5615
2112	53	130	6866
2113	53	86	998
2114	10	53	2277
2115	100	112	1264
2116	110	115	74
2117	9	229	3330
2118	9	184	4280
2119	10	86	5918
2120	116	280	2888
2121	116	315	1221
2122	134	192	777
2123	16	193	3870
2124	120	193	2819
2125	16	221	1802
2126	70	273	2694
2127	94	224	2797
2128	13	210	432
2129	168	223	755
2130	16	76	846
2131	17	184	195
2132	18	123	5436
2133	25	66	404
2134	67	236	4884
2135	212	226	5061
2136	87	153	296
2137	124	154	1990
2138	29	155	1427
2139	79	178	2603
2140	43	132	3436
2141	43	72	218
2142	11	92	2147
2143	72	132	1353
2144	29	288	3004
2145	126	236	1847
2146	230	256	5513
2147	85	128	2613
2148	310	312	2849
2149	2	65	2044
2150	157	320	198
2151	4	22	3669
2152	52	217	1089
2153	106	243	1233
2154	17	107	6127
2155	9	63	4529
2156	53	130	60
2157	53	86	3718
2158	34	79	4659
2159	34	178	3157
2160	9	229	903
2161	10	86	6864
2162	116	315	5862
2163	123	247	3097
2164	149	192	1253
2165	16	193	4555
2166	120	193	4220
2167	16	221	616
2168	120	221	1177
2169	168	223	6843
2170	60	267	5453
2171	94	224	3388
2172	25	66	1968
2173	121	203	7044
2174	134	154	326
2175	149	154	1269
2176	124	154	4020
2177	134	149	5996
2178	124	149	634
2179	11	92	1311
2180	85	128	2919
2181	72	132	4688
2182	43	72	4538
2183	29	255	2314
2184	70	232	2371
2185	165	254	1815
2186	127	264	2917
2187	32	201	4838
2188	204	205	6139
2189	310	312	412
2190	43	132	4303
2191	100	205	6078
2192	102	140	6675
2193	2	130	998
2194	140	275	151
2195	157	320	6361
2196	34	178	4153
2197	79	178	5050
2198	168	223	717
2199	17	107	312
2200	69	108	6164
2201	134	149	2713
2202	124	149	6808
2203	110	325	4624
2204	53	130	4265
2205	53	86	956
2206	10	53	770
2207	53	143	2042
2208	130	143	2388
2209	9	229	1062
2210	10	86	6120
2211	79	116	1049
2212	116	246	3518
2213	116	315	2868
2214	23	58	474
2215	16	193	5948
2216	120	193	1501
2217	16	221	2501
2218	120	221	3079
2219	13	197	2760
2220	278	279	5625
2221	252	275	6146
2222	124	154	3322
2223	246	280	4487
2224	138	291	1372
2225	119	123	2574
2226	25	66	7268
2227	94	224	1617
2228	11	153	2286
2229	72	132	3278
2230	43	72	127
2231	11	87	424
2232	29	190	6841
2233	134	184	3710
2234	134	154	3236
2235	310	312	5899
2236	165	254	3617
2237	43	132	1640
2238	102	191	6580
2239	100	104	4915
2240	49	252	947
2241	49	131	4941
2242	34	178	4265
2243	17	107	5437
2244	16	193	1326
2245	16	221	4677
2246	53	130	1212
2247	10	53	4207
2248	53	174	5934
2249	55	84	5873
2250	232	273	719
2251	10	86	7147
2252	246	280	5351
2253	23	58	1105
2254	120	193	976
2255	9	229	4364
2256	134	184	6488
2257	134	154	2942
2258	134	149	978
2259	124	134	759
2260	149	192	6270
2261	124	149	2211
2262	94	224	1375
2263	119	123	6121
2264	25	66	5470
2265	76	120	103
2266	11	153	4693
2267	124	154	206
2268	235	321	7003
2269	72	132	1255
2270	43	72	1459
2271	310	312	151
2272	165	254	6068
2273	79	116	1404
2274	116	315	4262
2275	39	174	788
2276	43	132	2444
2277	102	191	4712
2278	295	317	4495
2279	104	137	4512
2280	2	130	4777
2281	2	264	5618
2282	165	254	2475
2283	222	254	4066
2284	38	202	1744
2285	4	42	4884
2286	52	217	6107
2287	168	223	6137
2288	149	154	3029
2289	134	149	1317
2290	65	142	1473
2291	142	211	7258
2292	138	220	6905
2293	53	130	5712
2294	10	53	885
2295	53	143	6115
2296	9	229	4856
2297	10	86	2996
2298	246	280	366
2299	128	264	6425
2300	154	192	1954
2301	134	192	2555
2302	124	192	1843
2303	120	193	3416
2304	16	221	2972
2305	321	325	3271
2306	94	224	2849
2307	65	211	3212
2308	25	66	2409
2309	76	120	539
2310	124	134	1276
2311	22	252	114
2312	22	131	7082
2313	155	204	6440
2314	123	282	2263
2315	124	154	2713
2316	310	312	2706
2317	72	132	1967
2318	43	72	6380
2319	131	252	1291
2320	202	284	5981
2321	34	79	1808
2322	79	116	3625
2323	202	300	3992
2324	34	116	6092
2325	85	258	575
2326	39	174	322
2327	43	132	1167
2328	64	102	4611
2329	125	237	1601
2330	138	220	831
2331	55	138	1370
2332	222	254	322
2333	103	107	2542
2334	79	178	6650
2335	199	240	2890
2336	295	323	5248
2337	52	217	396
2338	53	130	1674
2339	53	143	5580
2340	64	191	327
2341	130	143	6314
2342	9	229	1253
2343	10	86	4238
2344	246	280	3634
2345	97	123	1237
2346	23	58	6398
2347	120	193	1022
2348	16	221	426
2349	321	325	2680
2350	168	223	4823
2351	94	224	6126
2352	65	211	5142
2353	120	162	635
2354	134	154	2147
2355	22	131	4215
2356	11	87	4473
2357	174	199	6181
2358	72	132	4362
2359	43	72	4562
2360	76	162	7073
2361	124	154	2605
2362	131	252	1706
2363	310	312	3342
2364	34	79	3958
2365	79	116	2276
2366	127	264	6753
2367	202	300	5510
2368	164	264	1403
2369	43	132	6289
2370	125	237	6338
2371	138	220	383
2372	140	275	1304
2373	4	42	2402
2374	52	217	4615
2375	168	223	3799
2376	107	127	2654
2377	107	264	6410
2378	17	107	6264
2379	65	142	167
2380	53	130	5443
2381	53	143	4663
2382	143	184	5277
2383	130	143	2391
2384	10	86	4542
2385	246	280	1630
2386	127	264	1480
2387	97	123	4634
2388	23	58	4841
2389	120	193	6095
2390	291	325	2380
2391	321	325	1303
2392	94	224	1022
2393	64	67	6540
2394	48	119	1724
2395	120	162	432
2396	134	154	3294
2397	124	134	6581
2398	11	87	5509
2399	72	132	5252
2400	124	154	2917
2401	79	178	404
2402	79	116	4523
2403	202	300	5078
2404	38	202	709
2405	130	184	2894
2406	102	191	6469
2407	103	264	1351
2408	138	220	2947
2409	55	138	6297
2410	4	42	4385
2411	52	217	2586
2412	317	323	516
2413	53	130	5148
2414	53	143	564
2415	123	270	4613
2416	10	86	5005
2417	246	280	4794
2418	23	58	1056
2419	120	193	2019
2420	118	321	4893
2421	118	235	5758
2422	168	223	2345
2423	94	224	7051
2424	79	178	3040
2425	120	162	1086
2426	121	203	1473
2427	134	154	489
2428	124	154	2587
2429	155	204	6137
2430	11	87	5595
2431	72	132	4728
2432	124	134	1207
2433	310	312	2770
2434	127	264	5653
2435	202	300	2650
2436	2	130	2905
2437	130	184	2749
2438	103	127	6925
2439	138	220	6720
2440	134	154	4911
2441	134	149	2078
2442	124	134	3175
2443	199	240	4374
2444	317	323	6101
2445	295	323	1490
2446	53	184	943
2447	53	130	1237
2448	53	143	4335
2449	10	86	1101
2450	246	280	373
2451	45	58	7058
2452	58	164	2213
2453	23	58	3282
2454	58	118	1392
2455	120	193	204
2456	118	235	206
2457	23	118	3184
2458	168	223	3058
2459	39	276	515
2460	94	224	2862
2461	39	66	4699
2462	121	203	7246
2463	124	154	5286
2464	155	204	5952
2465	23	164	932
2466	11	87	4846
2467	310	312	132
2468	43	72	1547
2469	34	116	1173
2470	79	116	6722
2471	174	199	6458
2472	202	284	986
2473	79	178	6564
2474	127	264	5896
2475	202	300	1171
2476	38	202	3192
2477	2	130	372
2478	130	184	3108
2479	213	291	1990
2480	1	213	6311
2481	138	220	4389
2482	79	178	405
2483	106	112	2914
2484	317	323	956
2485	109	276	6464
2486	53	184	1300
2487	53	130	3821
2488	53	143	659
2489	10	86	1570
2490	246	280	6147
2491	11	87	253
2492	120	193	1912
2493	118	235	4544
2494	168	223	2826
2495	60	267	6748
2496	94	224	5821
2497	292	327	374
2498	42	67	2011
2499	121	203	6597
2500	127	264	3115
2501	41	70	4840
2502	43	132	1858
2503	43	72	2585
2504	295	317	968
2505	72	132	4865
2506	34	116	135
2507	79	116	3917
2508	124	154	6676
2509	174	199	2334
2510	134	154	3228
2511	310	312	3271
2512	202	300	4632
2513	38	202	5260
2514	2	130	4518
2515	130	184	6138
2516	125	237	1264
2517	138	220	4518
2518	50	109	6632
2519	1	291	1829
2520	79	178	626
2521	106	126	5399
2522	107	127	2584
2523	130	149	6165
2524	134	149	1095
2525	124	149	150
2526	53	143	6515
2527	2	143	2272
2528	9	264	402
2529	246	280	1515
2530	154	264	574
2531	127	264	3357
2532	23	264	2775
2533	120	193	5286
2534	16	221	1238
2535	118	130	488
2536	168	223	3149
2537	18	123	2785
2538	66	174	6119
2539	292	319	2026
2540	121	229	617
2541	121	203	6117
2542	134	154	6660
2543	315	321	4485
2544	41	70	1084
2545	43	132	5878
2546	43	72	2638
2547	11	87	116
2548	72	132	2821
2549	174	199	831
2550	45	79	2473
2551	79	116	2327
2552	34	116	4755
2553	310	312	33
2554	1	179	777
2555	138	220	3217
2556	50	109	1190
2557	50	61	2904
2558	50	276	4177
2559	125	237	6647
2560	79	178	5769
2561	112	128	6468
2562	317	323	2894
2563	134	149	3265
2564	53	118	2186
2565	53	143	1335
2566	9	192	3659
2567	9	86	104
2568	9	10	6499
2569	9	124	145
2570	10	58	121
2571	10	192	6422
2572	10	86	6822
2573	246	280	1657
2574	16	221	5228
2575	23	134	4242
2576	118	164	3603
2577	118	130	4591
2578	58	118	5999
2579	168	223	3032
2580	18	123	417
2581	66	174	3367
2582	121	229	526
2583	121	203	5990
2584	154	264	2033
2585	315	321	428
2586	23	229	2404
2587	23	264	3135
2588	295	317	6141
2589	58	164	1308
2590	310	312	363
2591	43	72	1619
2592	168	283	3537
2593	174	199	6610
2594	202	284	5332
2595	34	45	5903
2596	34	116	776
2597	94	224	400
2598	38	202	678
2599	2	130	4298
2600	130	235	3141
2601	43	132	3867
2602	229	264	5932
2603	1	179	1725
2604	2	235	4017
2605	2	264	1296
2606	50	109	765
2607	50	61	6626
2608	114	320	1753
2609	79	178	562
2610	107	130	5009
2611	9	107	2140
2612	107	264	3470
2613	5	232	3539
2614	138	220	2968
2615	143	164	4375
2616	53	143	4239
2617	9	229	5084
2618	9	61	3156
2619	246	280	4447
2620	58	164	6037
2621	58	130	5233
2622	58	86	3521
2623	53	58	1420
2624	16	221	555
2625	94	224	389
2626	118	235	701
2627	23	118	2108
2628	168	223	5279
2629	103	184	5599
2630	17	184	6907
2631	66	174	1319
2632	121	203	5573
2633	86	264	5253
2634	23	164	2394
2635	70	81	6249
2636	43	132	5297
2637	43	72	6145
2638	72	132	4591
2639	53	124	3255
2640	168	283	637
2641	174	199	1727
2642	126	236	222
2643	130	164	414
2644	79	116	5063
2645	202	300	7209
2646	34	45	1134
2647	34	116	1096
2648	310	312	430
2649	170	229	837
2650	86	130	2160
2651	45	116	779
2652	1	179	3627
2653	2	53	4485
2654	246	280	5639
2655	103	184	3196
2656	72	132	599
2657	43	132	1089
2658	5	243	2912
2659	10	124	2616
2660	34	116	1487
2661	79	116	3907
2662	116	178	5169
2663	58	192	247
2664	58	130	671
2665	58	86	999
2666	120	193	29
2667	16	221	779
2668	118	154	6275
2669	118	235	6375
2670	94	224	3010
2671	25	66	2001
2672	121	203	373
2673	295	321	2520
2674	125	237	560
2675	23	164	1931
2676	23	203	4031
2677	295	317	3987
2678	43	72	2413
2679	174	199	4532
2680	310	312	2239
2681	34	45	469
2682	127	264	3242
2683	130	184	853
2684	86	130	515
2685	1	43	4227
2686	1	179	561
2687	50	61	6493
2688	125	237	6213
2689	79	178	5273
2690	106	128	1418
2691	9	170	2663
2692	10	124	4955
2693	246	280	2879
2694	184	264	3212
2695	127	264	1349
2696	174	199	5264
2697	120	193	226
2698	16	221	2972
2699	118	154	2678
2700	123	146	5848
2701	60	267	6346
2702	94	224	4910
2703	41	81	1367
2704	41	70	2412
2705	295	321	6935
2706	23	164	3496
2707	43	132	495
2708	43	72	3524
2709	295	317	5842
2710	72	132	3872
2711	310	312	1596
2712	45	79	2471
2713	79	116	777
2714	202	300	4752
